_package_filename,fact_id,source_id,fact_summary,fact_context,country_or_region,setting_or_context,topic_category,evidence_quality,source_url_or_identifier,research_topic,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F040,S41,Community programmes can generate care access but require supervision and integration with facilities.,"Stage: home/community visit; referral; follow-up; action: RAcE supported iCCM scale-up through CHW training, supplies and diagnosis/treatment/referral in five countries.","DRC, Malawi, Mozambique, Niger, Nigeria",home/community visit,poor handoff; no follow-up ownership; fragmented care,medium,https://www.who.int/teams/global-malaria-programme/case-management/community-based-case-management-race-programme,Real health-system patient flows for identifying health issues,Programme-scale low-resource evidence.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F041,S42,"In many rural OPDs, primary and emergency care share a front door with no formal triage.",Stage: arrival; nurse triage; vitals; first clinician assessment; action: Rural OPD implemented IITT-adapted structured triage using a three-colour checklist on charts and short training; patient flow improved without added resources.,Uganda,rural clinic,red flag missed; arrival; poor handoff,medium,https://link.springer.com/article/10.1186/s12245-025-01005-z,Real health-system patient flows for identifying health issues,Real-world QI study in rural Uganda.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F042,S43,Community knowledge is powerful but can be under-documented or poorly integrated into clinical records.,"Stage: home/community visit; long-term monitoring; referral; action: CHWs provide home basic care, register families, relay information to teams, resolve low-level problems and refer complex problems.",Brazil,home/community visit,fragmented care; no one connected the dots; documentation error,medium,https://www.commonwealthfund.org/publications/case-study/2016/dec/brazils-family-health-strategy-using-community-health-care-workers,Real health-system patient flows for identifying health issues,Health-system case study; strong real-world community flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F043,S44,"Screening must connect to protocolized treatment and follow-up, not just identify high BP.","Stage: vitals; labs ordered; lab interpretation; long-term monitoring; action: PAHO HEARTS clinical pathways standardize treatment protocols, proper BP measurement and cardiovascular risk assessment in PHC.",Latin America / Caribbean,community health center / primary care,lab/vital trend missed; no follow-up ownership,high,https://www.paho.org/en/hearts-americas/hypertension-clinical-pathways,Real health-system patient flows for identifying health issues,"Regional implementation source, not a single clinic case.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F044,S45,Preventive flow identifies risk before symptoms but depends on participation and sustained behaviour support.,"Stage: before visit; public health screening; long-term monitoring; action: Specific health checkups screen insured people/dependents age 40+; results stratify into information provision, motivational support or proactive support.",Japan,public health screening,no follow-up ownership; normal-test trap,medium,https://www.shoken-kenpo.or.jp/eng/member/checkup/measure.html,Real health-system patient flows for identifying health issues,Insurer programme source; East Asia preventive flow.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F045,S46,Screening result delivery by mail does not ensure comprehension or completion of confirmation testing.,"Stage: before visit; public health screening; lab interpretation; follow-up; action: Patient checks eligibility, visits authorized hospital with ID/checkup card, receives results by mail; suspected disease may receive confirmation checkup.",South Korea,public health screening,abnormal result not followed up; no follow-up ownership,medium,https://www.nhis.or.kr/english/wbhe/policies/NationalHealthScreeningProgram.html,Real health-system patient flows for identifying health issues,Official national screening flow source.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F046,S47,"Countries need a route for serious nonspecific symptoms, not only organ-specific red flags.",Stage: medical history; labs ordered; referral; specialist review; action: Three-legged strategy: urgent alarm symptoms to organ-specific pathways; serious nonspecific symptoms to tests and diagnostic centres; vague low-risk symptoms managed by GP with diagnostic access.,Denmark,primary care / specialist clinic,rare disease delay; referral delay; no one connected the dots,medium,https://www.all-can.org/efficiency-hub/danish-cancer-patient-pathways-three-legged-strategy-for-faster-referral-and-diagnosis-of-cancer/,Real health-system patient flows for identifying health issues,Health-system case study of a distinctive diagnostic pathway model.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F047,S48,Nonspecific symptoms can represent high-yield diagnostic risk when systematically routed.,Stage: referral; specialist review; labs/imaging ordered; action: Cohort study of urgent referral to Denmark's non-organ-specific cancer pathway; around one fifth had cancer.,Denmark,specialist clinic / diagnostic centre,rare disease delay; referral delay; normal-test trap,high,https://www.nature.com/articles/s41416-024-02620-y,Real health-system patient flows for identifying health issues,Peer-reviewed evidence for nonspecific symptom diagnostic pathways.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F048,S49,Digitized history reduces fragmentation but still requires pattern recognition and alert design.,Stage: before visit; first clinician assessment; long-term monitoring; action: Israel's HMO-based system begins with family doctor/community health centers and uses longstanding digital records/HIE to give clinicians historical data at point of care.,Israel,primary care,lab trend missed; no one connected the dots,medium,https://www1.health.gov.il/en/landing-pages/healthcare-israel/healthcare-israel/,Real health-system patient flows for identifying health issues,Health-system overview; not a single clinical workflow manual.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F049,S50,Result delivery is not the same as result action.,Stage: labs ordered; imaging ordered; lab interpretation; follow-up; action: Diagnostic services are computerized from referral through collection/test and result delivery to physician and user stations; teleradiology centralizes interpretation for distant sites.,Israel,hospital outpatient / diagnostic services,abnormal result not followed up; no follow-up ownership,medium,https://www.maccabi4u.co.il/en/46562/main_english/our-healthcare-system/diagnostic-services/,Real health-system patient flows for identifying health issues,HMO service description; useful Israel/Middle East workflow example.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F050,S52,"Diagnostic failure is often an operations/communication problem, not just cognitive error.","Stage: labs ordered; imaging ordered; referral; follow-up; action: Analysis of >3,000 diagnostic safety events found many errors in the testing process plus monitoring/follow-up and referral/consultation phases.",US,cross-setting,documentation error; poor handoff; abnormal result not followed up,medium,https://home.ecri.org/blogs/ecri-news/data-analysis-reveals-common-errors-that-prevent-patients-from-getting-timely-accurate-diagnoses,Real health-system patient flows for identifying health issues,Good source for cross-setting black-zone prioritization.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F051,S53,Rare disease patients often carry the pattern across disconnected visits themselves.,Stage: repeat visit; specialist review; imaging/genetic/special testing; action: Patient story describes self-advocacy leading to specialist programme review and eventual rare diagnosis after decades.,US,specialist clinic / rare disease,rare disease delay; patient self-advocacy required; no one connected the dots,low,https://rarediseases.org/undiagnosed-when-your-rare-diagnosis-comes-30-years-late/,Real health-system patient flows for identifying health issues,"Patient story, useful for unusual-flow capture; low generalizability.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F052,S54,Chronic illness identification can fail even when data exists if communication/records are not visible.,"Stage: medical history; lab interpretation; diagnosis discussion; action: Advocacy patient stories describe how CKD diagnosis experiences can involve communication problems, dismissed symptoms and records not seen.",UK,primary care / chronic disease,chronic illness invalidation; lab trend missed; documentation error,low,https://kidneycareuk.org/kidney-disease-information/your-stories/ckd-diagnosis-experiences/,Real health-system patient flows for identifying health issues,"Patient-story source; useful qualitative signal, not a systematic estimate.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,F053,S56,The highest-yield diagnostic signals may appear only after a return visit or hospitalization.,Stage: first clinician assessment; medical history; physical exam; labs ordered; action: Study identified primary-care diagnostic errors using EHR triggers such as unplanned hospitalization/return visits/ED visits after index primary-care encounter.,US,primary care,incomplete history; physical exam missed; repeated visits ignored,high,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1656540,Real health-system patient flows for identifying health issues,Peer-reviewed diagnostic-error study; old but foundational.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-001,derived_from_case_library,Pattern 'symptom dismissed' appeared in 6 case-library rows.,Patient's stated severity or persistence is treated as low-signal.,multiple,multiple care settings,symptom dismissed,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-002, B-006, B-019, B-020, B-023, B-024",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-002,derived_from_case_library,Pattern 'mental-health misattribution' appeared in 3 case-library rows.,Physical illness is explained as anxiety/panic/stress before high-risk alternatives are ruled out.,multiple,multiple care settings,mental-health misattribution,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-003, B-021, B-023",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-003,derived_from_case_library,Pattern 'normal-test trap' appeared in 7 case-library rows.,A normal prior/current test is overgeneralized beyond its scope or timing.,multiple,multiple care settings,normal-test trap,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-001, B-003, B-004, B-009, B-016, B-021, B-023",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-004,derived_from_case_library,Pattern 'abnormal result not followed up' appeared in 9 case-library rows.,Abnormal lab/imaging/result exists but does not become action.,multiple,multiple care settings,abnormal result not followed up,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-005, B-008, B-011, B-012, B-013, B-015, B-017, B-018, B-019",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-005,derived_from_case_library,Pattern 'repeated visits ignored' appeared in 7 case-library rows.,Return visits are handled as new isolated encounters instead of escalation signals.,multiple,multiple care settings,repeated visits ignored,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-006, B-009, B-010, B-024, B-025, B-028, B-030",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-006,derived_from_case_library,Pattern 'no one connected the dots' appeared in 7 case-library rows.,"Signals distributed across time, specialties, or notes never assemble into a pattern.",multiple,multiple care settings,no one connected the dots,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-001, B-002, B-009, B-014, B-024, B-028, B-032",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-007,derived_from_case_library,Pattern 'poor handoff' appeared in 6 case-library rows.,Important data crosses team/shift/setting boundaries without reliable receipt/action.,multiple,multiple care settings,poor handoff,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-007, B-008, B-011, B-012, B-017, B-018",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-008,derived_from_case_library,Pattern 'no follow-up ownership' appeared in 7 case-library rows.,"A necessary next step exists, but no named accountable person owns it.",multiple,multiple care settings,no follow-up ownership,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-005, B-011, B-012, B-017, B-018, B-025, B-027",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-009,derived_from_case_library,Pattern 'referral delay' appeared in 7 case-library rows.,"Patient needs another expertise/pathway but referral is late, absent, or not completed.",multiple,multiple care settings,referral delay,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-001, B-002, B-005, B-025, B-029, B-031, B-032",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-010,derived_from_case_library,Pattern 'red flag missed' appeared in 9 case-library rows.,Time-sensitive warning sign is present but not elevated.,multiple,multiple care settings,red flag missed,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-004, B-005, B-006, B-007, B-010, B-013, B-016, B-030, B-031",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-011,derived_from_case_library,Pattern 'patient self-advocacy required' appeared in 6 case-library rows.,"Diagnosis advances only after patient/family insists, researches, or returns repeatedly.",multiple,multiple care settings,patient self-advocacy required,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-002, B-003, B-020, B-021, B-023, B-024",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,F-012,derived_from_case_library,Pattern 'low-resource diagnostic supply gap' appeared in 3 case-library rows.,The test/referral needed to identify disease is unavailable or unreliable.,multiple,multiple care settings,low-resource diagnostic supply gap,derived synthesis,04_topic_outputs/tables/research_b_missed_signals_case_library.xlsx,"Research B - missed signals, diagnostic errors, and late discovery cases","B-025, B-026, B-027",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F001,S029,"Patient complaints can reveal diagnosis-related safety concerns including return visits, interpersonal issues, and diagnostic testing problems.",AHRQ PSNet summary of BMJ Quality & Safety complaint-analysis study.,United States / general,complaint review / diagnostic safety,complaint mining,high,https://psnet.ahrq.gov/issue/use-patient-complaints-identify-diagnosis-related-safety-concerns-mixed-method-evaluation,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F002,S011,"HSSIB found delayed diagnosis risk in GP practices can involve repeated contacts, continuity gaps, and IT limitations.",Brian case and national investigation on continuity of care.,"England, UK","GP, out-of-hours, ED",continuity failure,high,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F003,S015,HDC guidance emphasizes responsibility for follow-up of abnormal test results and patient communication.,Follow-up of test results article.,New Zealand,primary and secondary care,result follow-up,high,https://www.hdc.org.nz/news-resources/search-resources/articles/follow-up-of-test-results/,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F004,S036,"Martha’s Rule creates a rapid review route when patients, families, or carers feel deterioration concerns are not being answered.",NHS England current patient safety initiative.,"England, UK",inpatient acute care,patient/family escalation,high,https://www.england.nhs.uk/patient-safety/marthas-rule/,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F005,S031,Emergency departments are a recognized setting for diagnostic error and delayed/missed diagnosis research.,AHRQ/NCBI systematic review on ED diagnostic errors.,US / international evidence base,emergency department,diagnostic error,high,https://www.ncbi.nlm.nih.gov/sites/books/NBK588118/,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F006,S032,Symptom invalidation in difficult-to-diagnose chronic conditions can cause lasting psychological and care-seeking harms.,Rutgers Health summary of review of qualitative studies.,international,chronic/difficult-to-diagnose conditions,invalidation harm,high,https://rutgershealth.org/news/when-doctors-dismiss-symptoms-patients-suffer-lasting-harm,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F007,S024,Bowel Cancer UK reports repeated GP visits and family-history gaps among younger bowel-cancer diagnostic experiences.,Never Too Young campaign page.,UK,primary care/referral,younger bowel cancer delay,medium,https://www.bowelcanceruk.org.uk/campaigning/never-too-young/never-too-young-the-campaign/,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F008,S028,"South India cancer-delay study identified patient, family, practitioner, and system-level delay factors including access and referral barriers.",Peer-reviewed qualitative study in Bengaluru.,"Bengaluru, South India",cancer help-seeking/referral,cancer diagnostic delay,high,https://link.springer.com/article/10.1007/s40847-022-00221-0,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F009,S033,Virtual care diagnostic safety depends on recognizing physical examination limitations and ensuring in-person alternatives.,AHRQ PSNet case review.,United States,telehealth,telehealth limitation,high,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-setting-virtual-care-remembering-physical-examination,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F010,S013,A positive prostate cancer histology result was not actioned for about six months due to shared-system understanding gaps.,HDC decision.,New Zealand,secondary hospital / shared system,abnormal result not followed up,high,https://www.hdc.org.nz/decisions/search-decisions/2025/22hdc02105/,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Fact extracted from completed research summary; verify original source for exact wording.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/facts.csv
